AK: 3
AL: 9
AR: 6
AZ: 11
CA: 54
CO: 10
CT: 7
DC: 3
DE: 3
FL: 30
GA: 16
HI: 4
IA: 6
ID: 4
IL: 19
IN: 11
KS: 6
KY: 8
LA: 8
MA: 11
MD: 10
ME: 2
ME1: 1
ME2: 1
MI: 15
MN: 10
MO: 10
MS: 6
MT: 4
NC: 16
ND: 3
NE: 2
NE1: 1
NE2: 1
NE3: 1
NH: 4
NJ: 14
NM: 5
NV: 6
NY: 28
OH: 17
OK: 7
OR: 8
PA: 19
RI: 4
SC: 9
SD: 3
TN: 11
TX: 40
UT: 6
VA: 13
VT: 3
WA: 12
WI: 10
WV: 4
WY: 3
